feature,importance
redshift,0.40075522666541685
z,0.0951047013808347
spectral_type_M,0.09465695138206139
g,0.07638315129105287
u,0.06653289614221138
i,0.05604650050546703
galaxy_population_Blue_Cloud,0.0492703510327528
r,0.04801287569575354
galaxy_population_Red_Sequence,0.04136381514610609
alpha,0.03138800114184895
delta,0.022539474829664702
spectral_type_A/F,0.00894115153046758
spectral_type_G/K,0.006303112494555742
spectral_type_O/B,0.0027017907618063688
