feature,importance
redshift,0.31374681159263257
spectral_type_M,0.12468661133541342
g,0.07567370235293855
z,0.06852173646915384
r,0.06780109061061577
u,0.06436887666816199
i,0.05795994233850131
galaxy_population_Blue_Cloud,0.055306437942791616
galaxy_population_Red_Sequence,0.047592937114052374
alpha,0.041816629698376455
delta,0.032344129062628534
spectral_type_A/F,0.022318938432731843
spectral_type_G/K,0.01420300511658315
spectral_type_O/B,0.013659151265418603
